zone_id,grid_row,grid_col,center_lat,center_lon,min_lat,max_lat,min_lon,max_lon,NDVI,NDMI,RED_BLUE_RATIO,SWIR_RATIO,SWIR_NIR_RATIO,NIR_RED_RATIO
ZONE_001,0,0,21.509,85.49099999999999,21.508000000000003,21.51,85.49,85.49199999999999,0.29127052426338196,0.00010516968904994428,1.2625036239624023,1.3172190189361572,1.0123984813690186,1.8619534969329834
ZONE_002,0,1,21.509,85.493,21.508000000000003,21.51,85.49199999999999,85.494,0.3081839084625244,-0.006337503902614117,1.2271671295166016,1.3338396549224854,1.0200186967849731,1.923187255859375
ZONE_003,0,2,21.509,85.495,21.508000000000003,21.51,85.494,85.496,0.34303250908851624,-0.002624793443828821,1.1504204273223877,1.3181285858154297,1.0156943798065186,2.079684019088745
ZONE_004,0,3,21.509,85.497,21.508000000000003,21.51,85.496,85.498,0.44389238953590393,0.11868774890899658,1.0593458414077759,1.4179762601852417,0.796058177947998,2.6242570877075195
ZONE_005,0,4,21.509,85.499,21.508000000000003,21.51,85.498,85.5,0.4874153435230255,0.195277601480484,1.0252498388290405,1.4525120258331299,0.6754626035690308,2.911926746368408
ZONE_006,0,5,21.509,85.501,21.508000000000003,21.51,85.5,85.502,0.49958425760269165,0.21287333965301514,1.0254014730453491,1.4611728191375732,0.6502458453178406,3.0064761638641357
ZONE_007,0,6,21.509,85.503,21.508000000000003,21.51,85.502,85.504,0.4671313762664795,0.16223160922527313,1.0506914854049683,1.441084384918213,0.7268393635749817,2.7919721603393555
ZONE_008,0,7,21.509,85.505,21.508000000000003,21.51,85.504,85.506,0.4333766996860504,0.11686347424983978,1.0688408613204956,1.4213647842407227,0.7964338064193726,2.558565378189087
ZONE_009,0,8,21.509,85.507,21.508000000000003,21.51,85.506,85.50800000000001,0.457702100276947,0.15574850142002106,1.056227684020996,1.4301807880401611,0.7372239232063293,2.715975761413574
ZONE_010,0,9,21.509,85.50900000000001,21.508000000000003,21.51,85.50800000000001,85.51,0.4729863405227661,0.19620364904403687,1.036490559577942,1.4361677169799805,0.673853874206543,2.8055999279022217
ZONE_011,1,0,21.507,85.49099999999999,21.506,21.508000000000003,85.49,85.49199999999999,0.30928048491477966,0.0009144718060269952,1.2376731634140015,1.3344089984893799,1.0086723566055298,1.9338088035583496
ZONE_012,1,1,21.507,85.493,21.506,21.508000000000003,85.49199999999999,85.494,0.30837854743003845,-0.01303522102534771,1.2224092483520508,1.3248670101165771,1.0372545719146729,1.9284353256225586
ZONE_013,1,2,21.507,85.495,21.506,21.508000000000003,85.494,85.496,0.3596000373363495,0.029664719477295876,1.1363250017166138,1.3560161590576172,0.9562432765960693,2.1619927883148193
ZONE_014,1,3,21.507,85.497,21.506,21.508000000000003,85.496,85.498,0.43712809681892395,0.11926591396331787,1.056330919265747,1.415486216545105,0.7928864359855652,2.573652744293213
ZONE_015,1,4,21.507,85.499,21.506,21.508000000000003,85.498,85.5,0.46563616394996643,0.17560680210590363,1.0391454696655273,1.4445213079452515,0.703703761100769,2.755760669708252
ZONE_016,1,5,21.507,85.501,21.506,21.508000000000003,85.5,85.502,0.4542498290538788,0.1645151823759079,1.051601767539978,1.4293028116226196,0.7211578488349915,2.6888136863708496
ZONE_017,1,6,21.507,85.503,21.506,21.508000000000003,85.502,85.504,0.4630407691001892,0.15818780660629272,1.0539671182632446,1.4358049631118774,0.7302063703536987,2.74538254737854
ZONE_018,1,7,21.507,85.505,21.506,21.508000000000003,85.504,85.506,0.4704735577106476,0.15765084326267242,1.0475572347640991,1.4518721103668213,0.7335116267204285,2.8061232566833496
ZONE_019,1,8,21.507,85.507,21.506,21.508000000000003,85.506,85.50800000000001,0.487028568983078,0.1762964129447937,1.0452640056610107,1.4637267589569092,0.703852117061615,2.922694683074951
ZONE_020,1,9,21.507,85.50900000000001,21.506,21.508000000000003,85.50800000000001,85.51,0.47040143609046936,0.16759969294071198,1.0510362386703491,1.4371403455734253,0.717261552810669,2.799858808517456
ZONE_021,2,0,21.505000000000003,85.49099999999999,21.504,21.506,85.49,85.49199999999999,0.3533678650856018,0.042130861431360245,1.1550812721252441,1.373430848121643,0.9343041181564331,2.152421236038208
ZONE_022,2,1,21.505000000000003,85.493,21.504,21.506,85.49199999999999,85.494,0.3795354962348938,0.07526514679193497,1.1268649101257324,1.3644496202468872,0.8759636282920837,2.275786876678467
ZONE_023,2,2,21.505000000000003,85.495,21.504,21.506,85.494,85.496,0.41199958324432373,0.11038442701101303,1.103790521621704,1.3797776699066162,0.8129981756210327,2.4550676345825195
ZONE_024,2,3,21.505000000000003,85.497,21.504,21.506,85.496,85.498,0.44610145688056946,0.1550021469593048,1.0407381057739258,1.4159876108169556,0.7335367202758789,2.620753765106201
ZONE_025,2,4,21.505000000000003,85.499,21.504,21.506,85.498,85.5,0.37539976835250854,0.044630974531173706,1.1099754571914673,1.3766285181045532,0.9279674291610718,2.227766990661621
ZONE_026,2,5,21.505000000000003,85.501,21.504,21.506,85.5,85.502,0.36374589800834656,0.026107460260391235,1.1106741428375244,1.382149577140808,0.9621192216873169,2.178638219833374
ZONE_027,2,6,21.505000000000003,85.503,21.504,21.506,85.502,85.504,0.3824205696582794,0.04469878599047661,1.1001883745193481,1.3950544595718384,0.927945077419281,2.2788360118865967
ZONE_028,2,7,21.505000000000003,85.505,21.504,21.506,85.504,85.506,0.47154542803764343,0.1651117205619812,1.029843807220459,1.4439564943313599,0.7216655611991882,2.810328722000122
ZONE_029,2,8,21.505000000000003,85.507,21.504,21.506,85.506,85.50800000000001,0.4827439486980438,0.17783385515213013,1.0339651107788086,1.4569112062454224,0.7015616297721863,2.885688543319702
ZONE_030,2,9,21.505000000000003,85.50900000000001,21.504,21.506,85.50800000000001,85.51,0.44526007771492004,0.13551266491413116,1.0778357982635498,1.4037245512008667,0.766951858997345,2.6321070194244385
ZONE_031,3,0,21.503,85.49099999999999,21.502,21.504,85.49,85.49199999999999,0.366017609834671,0.037669114768505096,1.15431809425354,1.3733333349227905,0.9356396198272705,2.1899771690368652
ZONE_032,3,1,21.503,85.493,21.502,21.504,85.49199999999999,85.494,0.38903841376304626,0.08211888372898102,1.098280429840088,1.3728538751602173,0.8575950860977173,2.3013927936553955
ZONE_033,3,2,21.503,85.495,21.502,21.504,85.494,85.496,0.4113365113735199,0.09992344677448273,1.0708023309707642,1.3906537294387817,0.8215728998184204,2.413653612136841
ZONE_034,3,3,21.503,85.497,21.502,21.504,85.496,85.498,0.4058854877948761,0.09873973578214645,1.0643436908721924,1.3834633827209473,0.824935793876648,2.379936933517456
ZONE_035,3,4,21.503,85.499,21.502,21.504,85.498,85.5,0.4154052138328552,0.1086106225848198,1.059043288230896,1.3934775590896606,0.806786298751831,2.428962230682373
ZONE_036,3,5,21.503,85.501,21.502,21.504,85.5,85.502,0.3644896447658539,0.024556327611207962,1.1039764881134033,1.3773785829544067,0.9632843136787415,2.166128635406494
ZONE_037,3,6,21.503,85.503,21.502,21.504,85.502,85.504,0.39629659056663513,0.07194255292415619,1.0799682140350342,1.3945780992507935,0.8713103532791138,2.3292922973632812
ZONE_038,3,7,21.503,85.505,21.502,21.504,85.504,85.506,0.40759819746017456,0.09195693582296371,1.0977221727371216,1.3987635374069214,0.842310905456543,2.423186779022217
ZONE_039,3,8,21.503,85.507,21.502,21.504,85.506,85.50800000000001,0.46072569489479065,0.14907531440258026,1.0494215488433838,1.440902590751648,0.7440323829650879,2.7276451587677
ZONE_040,3,9,21.503,85.50900000000001,21.502,21.504,85.50800000000001,85.51,0.4611019492149353,0.16082507371902466,1.0423839092254639,1.4359196424484253,0.7248089909553528,2.720712661743164
ZONE_041,4,0,21.500999999999998,85.49099999999999,21.5,21.502,85.49,85.49199999999999,0.33747759461402893,0.021851764991879463,1.223249912261963,1.343644618988037,0.9658187627792358,2.0584216117858887
ZONE_042,4,1,21.500999999999998,85.493,21.5,21.502,85.49199999999999,85.494,0.3158893585205078,-0.010187334381043911,1.2451094388961792,1.3278203010559082,1.033238172531128,1.9793041944503784
ZONE_043,4,2,21.500999999999998,85.495,21.5,21.502,85.494,85.496,0.34880825877189636,0.04101990535855293,1.1371355056762695,1.36702561378479,0.9294188022613525,2.093510150909424
ZONE_044,4,3,21.500999999999998,85.497,21.5,21.502,85.496,85.498,0.32645484805107117,0.027790239080786705,1.1857417821884155,1.3332618474960327,0.9549403786659241,2.0024447441101074
ZONE_045,4,4,21.500999999999998,85.499,21.5,21.502,85.498,85.5,0.2896420359611511,-0.002653028117492795,1.2457354068756104,1.3127883672714233,1.0133659839630127,1.8449112176895142
ZONE_046,4,5,21.500999999999998,85.501,21.5,21.502,85.5,85.502,0.3417934775352478,0.03194241225719452,1.186022162437439,1.3497611284255981,0.9476549625396729,2.0779547691345215
ZONE_047,4,6,21.500999999999998,85.503,21.5,21.502,85.502,85.504,0.310365229845047,0.004818154498934746,1.2429401874542236,1.3227250576019287,0.9980615377426147,1.9318628311157227
ZONE_048,4,7,21.500999999999998,85.505,21.5,21.502,85.504,85.506,0.2765656113624573,-0.020459599792957306,1.3034892082214355,1.3089649677276611,1.04874849319458,1.7849644422531128
ZONE_049,4,8,21.500999999999998,85.507,21.5,21.502,85.506,85.50800000000001,0.3356238007545471,0.017708731815218925,1.1970608234405518,1.3374061584472656,0.9791028499603271,2.0556328296661377
ZONE_050,4,9,21.500999999999998,85.50900000000001,21.5,21.502,85.50800000000001,85.51,0.39929986000061035,0.08204695582389832,1.0921599864959717,1.3903955221176147,0.8575586080551147,2.365363359451294
ZONE_051,5,0,21.499000000000002,85.49099999999999,21.498,21.5,85.49,85.49199999999999,0.3017561435699463,0.019394611939787865,1.2348536252975464,1.3218321800231934,0.9752387404441833,1.921776533126831
ZONE_052,5,1,21.499000000000002,85.493,21.498,21.5,85.49199999999999,85.494,0.31945687532424927,0.01213027536869049,1.2061508893966675,1.3331611156463623,0.9842491745948792,1.9814472198486328
ZONE_053,5,2,21.499000000000002,85.495,21.498,21.5,85.494,85.496,0.3538888692855835,0.0014416693011298776,1.1640127897262573,1.374049186706543,1.0037140846252441,2.117518186569214
ZONE_054,5,3,21.499000000000002,85.497,21.498,21.5,85.496,85.498,0.33842480182647705,0.009439725428819656,1.1995770931243896,1.3523842096328735,0.9886613488197327,2.0486223697662354
ZONE_055,5,4,21.499000000000002,85.499,21.498,21.5,85.498,85.5,0.3343134820461273,-5.5469990911660716e-05,1.2063008546829224,1.3471962213516235,1.0101503133773804,2.036658525466919
ZONE_056,5,5,21.499000000000002,85.501,21.498,21.5,85.5,85.502,0.3922530710697174,0.057027656584978104,1.1338757276535034,1.4141640663146973,0.9035931825637817,2.3239502906799316
ZONE_057,5,6,21.499000000000002,85.503,21.498,21.5,85.502,85.504,0.3588070571422577,0.018753472715616226,1.183716893196106,1.3753340244293213,0.9744993448257446,2.155457019805908
ZONE_058,5,7,21.499000000000002,85.505,21.498,21.5,85.504,85.506,0.29640886187553406,0.012911518104374409,1.2344480752944946,1.3189811706542969,0.9861778020858765,1.8868966102600098
ZONE_059,5,8,21.499000000000002,85.507,21.498,21.5,85.506,85.50800000000001,0.25331321358680725,-0.01935487799346447,1.3178677558898926,1.2878835201263428,1.0479892492294312,1.6991475820541382
ZONE_060,5,9,21.499000000000002,85.50900000000001,21.498,21.5,85.50800000000001,85.51,0.2856360673904419,0.003076709108427167,1.2643465995788574,1.3151112794876099,1.0018541812896729,1.830876111984253
ZONE_061,6,0,21.497,85.49099999999999,21.496,21.498,85.49,85.49199999999999,0.27507397532463074,0.02281288057565689,1.2894147634506226,1.3038313388824463,0.964786946773529,1.802927017211914
ZONE_062,6,1,21.497,85.493,21.496,21.498,85.49199999999999,85.494,0.37026000022888184,0.06624437123537064,1.1598401069641113,1.3520129919052124,0.886067807674408,2.2247796058654785
